,gid,fma,fireblock,geom
20,20,02,0225R,"MULTIPOLYGON (((-122.573536834 45.60231072800008, -122.564376384 45.60042060900003, -122.557416742 45.59890355700003, -122.550459293 45.59739779900008, -122.549466407 45.59720501400005, -122.548983121 45.59590966000007, -122.54753351 45.59260605700007, -122.54626849 45.59070394600008, -122.544783856 45.58835443000004, -122.543940565 45.58681386300003, -122.543353994 45.58508370800007, -122.5432116599999 45.58465451800004, -122.542847008 45.58308488300003, -122.542900522 45.58143537700005, -122.542958277 45.57994242700005, -122.543556477 45.57789557900003, -122.5442771849999 45.57623225500004, -122.545565321 45.57495922800007, -122.546153867 45.57431048000007, -122.546394961 45.57399977700004, -122.546675546 45.57412694400006, -122.547031272 45.57428899300004, -122.547322389 45.57443750700003, -122.547652532 45.57462448400003, -122.547954252 45.57479630400007, -122.548405743 45.57506237100006, -122.548790717 45.57526207400008, -122.5489483859999 45.57534345500005, -122.549281469 45.57553429200004, -122.549583693 45.57571980200004, -122.549896271 45.57592177000004, -122.550319692 45.57622063600007, -122.550496833 45.57630069000004, -122.550613472 45.57636518000004, -122.550699002 45.57641749700008, -122.550755137 45.57646642400005, -122.550775298 45.57652284400007, -122.55087561 45.57659839300004, -122.551100167 45.57664039900004, -122.551205167 45.57669139100005, -122.55157766 45.57689228600003, -122.551782939 45.57701784600005, -122.552000933 45.57714807400004, -122.552487064 45.57744581300005, -122.552746051 45.57763013100003, -122.552917403 45.57774258900008, -122.5532885759999 45.57798364000007, -122.555080278 45.57910974700008, -122.555188486 45.57921060500007, -122.5553172739999 45.57930228300006, -122.5554918239999 45.57938727000004, -122.555697768 45.57949225400006, -122.555909641 45.57960692100005, -122.556391563 45.57990276200007, -122.557067194 45.58027345300007, -122.558256835 45.58086304200003, -122.561387869 45.58277761600004, -122.5659733099999 45.58515253800005, -122.5702910369999 45.58751643900007, -122.57153931 45.58809994400008, -122.5727498429999 45.58860384000008, -122.574827149 45.58947486900007, -122.576799399 45.59029293600003, -122.5773794739999 45.59303431900003, -122.5786878059999 45.60335338500005, -122.573536834 45.60231072800008)))"
21,21,02,0243,"MULTIPOLYGON (((-122.550000102 45.57104177800005, -122.549851119 45.57116190900007, -122.549629932 45.57132835700003, -122.549034089 45.57173447300005, -122.54849022 45.57219056700006, -122.547790107 45.57283641900005, -122.547092785 45.57359871300008, -122.5469977229999 45.57355243700005, -122.5468050599999 45.57346678100004, -122.546394961 45.57399977700004, -122.5461556559999 45.57389635000004, -122.545701858 45.57364304100003, -122.54508852 45.57329467200003, -122.544342518 45.57290068900005, -122.543963341 45.57266758400004, -122.543106482 45.57221389000006, -122.542264372 45.57185978000007, -122.541217144 45.57138302100003, -122.5399241379999 45.57089299000006, -122.5401720839999 45.57069476000004, -122.540639574 45.56923761200005, -122.543725487 45.57024400100005, -122.544125261 45.57039157200006, -122.544451033 45.57053556100004, -122.5446605929999 45.57058763700007, -122.544903813 45.57060680700005, -122.545045717 45.57059938900005, -122.545152516 45.57058476300006, -122.545258997 45.57056133300006, -122.5453817 45.57052390800004, -122.5454778659999 45.57048499700005, -122.5455886139999 45.57042526900005, -122.545685185 45.57035894000006, -122.545783624 45.57026712500004, -122.545868892 45.57015792300007, -122.545911613 45.57006709900003, -122.545946417 45.56994998400006, -122.545950593 45.56979523500007, -122.5459242479999 45.56968312300006, -122.5458581619999 45.56955116100005, -122.5457616419999 45.56942561400007, -122.545628044 45.56931541000006, -122.54540216 45.56919705800004, -122.545230143 45.56914235900007, -122.544652083 45.56899796300007, -122.544451292 45.56891832100007, -122.544298408 45.56881433200004, -122.5441659419999 45.56865809700003, -122.544104727 45.56850646700008, -122.544110919 45.56833014500006, -122.544260774 45.56796330900005, -122.54454279 45.56778306300004, -122.5446097019999 45.56774467300005, -122.5446797879999 45.56771699500007, -122.544736437 45.56770326100008, -122.54479887 45.56769529900004, -122.544878158 45.56769095200008, -122.544967585 45.56769719300007, -122.5450293649999 45.56770980000005, -122.5450857869999 45.56772837500006, -122.54514531 45.56775570700006, -122.5452469909999 45.56783123600007, -122.5453035 45.56789092700006, -122.545349801 45.56793807100007, -122.545461621 45.56802418900003, -122.545691185 45.56812877000004, -122.545917028 45.56816880500003, -122.5461600259999 45.56818210300003, -122.547439513 45.56818184700006, -122.552022487 45.56818728900004, -122.554026231 45.56690236600008, -122.554120438 45.56692515700007, -122.554175256 45.56693788300004, -122.5543162179999 45.56694319600007, -122.554518643 45.56695230700007, -122.554737711 45.56695916200005, -122.555487778 45.56696533700006, -122.555263557 45.56712401900006, -122.554912195 45.56738972300008, -122.553090546 45.56873798100003, -122.550000102 45.57104177800005)))"
22,22,02,0243R,"MULTIPOLYGON (((-122.5442771849999 45.57623225500004, -122.543556477 45.57789557900003, -122.542958277 45.57994242700005, -122.542900522 45.58143537700005, -122.542847008 45.58308488300003, -122.5432116599999 45.58465451800004, -122.543353994 45.58508370800007, -122.543940565 45.58681386300003, -122.544783856 45.58835443000004, -122.54626849 45.59070394600008, -122.54753351 45.59260605700007, -122.548983121 45.59590966000007, -122.549466407 45.59720501400005, -122.546680889 45.59664471000008, -122.531773607 45.59231766100004, -122.5399241379999 45.57089299000006, -122.541217144 45.57138302100003, -122.542264372 45.57185978000007, -122.543106482 45.57221389000006, -122.543963341 45.57266758400004, -122.544342518 45.57290068900005, -122.54508852 45.57329467200003, -122.545701858 45.57364304100003, -122.5461556559999 45.57389635000004, -122.546394961 45.57399977700004, -122.546153867 45.57431048000007, -122.545565321 45.57495922800007, -122.5442771849999 45.57623225500004)))"
23,23,02,0249,"MULTIPOLYGON (((-122.547439513 45.56818184700006, -122.547447096 45.56584298200005, -122.5499614299999 45.56584419900003, -122.550154893 45.56583683400004, -122.5502736509999 45.56580632700008, -122.5503697349999 45.56576545500008, -122.550462446 45.56566982200007, -122.5504808489999 45.56563914600008, -122.5506805369999 45.56530273900006, -122.5506591979999 45.56386404900007, -122.550670671 45.56086528900005, -122.550664947 45.55970434300008, -122.554731994 45.56041295000006, -122.560851968 45.56146741400005, -122.561810022 45.56163820100005, -122.559077418 45.56372047100007, -122.555403022 45.56647247600006, -122.55497015 45.56679641700003, -122.554737711 45.56695916200005, -122.554518643 45.56695230700007, -122.5543162179999 45.56694319600007, -122.554175256 45.56693788300004, -122.554120438 45.56692515700007, -122.554026231 45.56690236600008, -122.552022487 45.56818728900004, -122.547439513 45.56818184700006)))"
24,24,02,0252,"MULTIPOLYGON (((-122.5399241379999 45.57089299000006, -122.53783985 45.57029753700004, -122.5345622039999 45.56918865600005, -122.531802047 45.56808718400003, -122.5319507029999 45.56776248200003, -122.5335550409999 45.56554909900007, -122.535379882 45.56299796300004, -122.535548445 45.56276296700003, -122.536170218 45.56195313100005, -122.537257375 45.56044292400003, -122.537360364 45.56032264500004, -122.537414198 45.56023064800007, -122.537473391 45.56013268300006, -122.5375445559999 45.56001884200003, -122.537603152 45.55990424500004, -122.537669683 45.55977775900004, -122.537720204 45.55967113600008, -122.537786931 45.55951136200008, -122.53788035 45.55920231400006, -122.537931569 45.55899876200004, -122.537966379 45.55876515400007, -122.537976708 45.55862595900004, -122.5379614779999 45.55847351100005, -122.53791675 45.55808174100008, -122.5378571159999 45.55777932200004, -122.537783379 45.55747225700003, -122.5474436059999 45.55914206700004, -122.550664947 45.55970434300008, -122.550670671 45.56086528900005, -122.5506591979999 45.56386404900007, -122.5506805369999 45.56530273900006, -122.5504808489999 45.56563914600008, -122.550462446 45.56566982200007, -122.5503697349999 45.56576545500008, -122.5502736509999 45.56580632700008, -122.550154893 45.56583683400004, -122.5499614299999 45.56584419900003, -122.547447096 45.56584298200005, -122.547439513 45.56818184700006, -122.5461600259999 45.56818210300003, -122.545917028 45.56816880500003, -122.545691185 45.56812877000004, -122.545461621 45.56802418900003, -122.545349801 45.56793807100007, -122.5453035 45.56789092700006, -122.5452469909999 45.56783123600007, -122.54514531 45.56775570700006, -122.5450857869999 45.56772837500006, -122.5450293649999 45.56770980000005, -122.544967585 45.56769719300007, -122.544878158 45.56769095200008, -122.54479887 45.56769529900004, -122.544736437 45.56770326100008, -122.5446797879999 45.56771699500007, -122.5446097019999 45.56774467300005, -122.54454279 45.56778306300004, -122.544260774 45.56796330900005, -122.544110919 45.56833014500006, -122.544104727 45.56850646700008, -122.5441659419999 45.56865809700003, -122.544298408 45.56881433200004, -122.544451292 45.56891832100007, -122.544652083 45.56899796300007, -122.545230143 45.56914235900007, -122.54540216 45.56919705800004, -122.545628044 45.56931541000006, -122.5457616419999 45.56942561400007, -122.5458581619999 45.56955116100005, -122.5459242479999 45.56968312300006, -122.545950593 45.56979523500007, -122.545946417 45.56994998400006, -122.545911613 45.57006709900003, -122.545868892 45.57015792300007, -122.545783624 45.57026712500004, -122.545685185 45.57035894000006, -122.5455886139999 45.57042526900005, -122.5454778659999 45.57048499700005, -122.5453817 45.57052390800004, -122.545258997 45.57056133300006, -122.545152516 45.57058476300006, -122.545045717 45.57059938900005, -122.544903813 45.57060680700005, -122.5446605929999 45.57058763700007, -122.544451033 45.57053556100004, -122.544125261 45.57039157200006, -122.543725487 45.57024400100005, -122.540639574 45.56923761200005, -122.5401720839999 45.57069476000004, -122.5399241379999 45.57089299000006)))"
25,25,02,0252R,"MULTIPOLYGON (((-122.5399241379999 45.57089299000006, -122.531773607 45.59231766100004, -122.5234035989999 45.58986705200005, -122.531802047 45.56808718400003, -122.5345622039999 45.56918865600005, -122.53783985 45.57029753700004, -122.5399241379999 45.57089299000006)))"
26,27,02,0255R,"MULTIPOLYGON (((-122.5234035989999 45.58986705200005, -122.510230044 45.58726689400004, -122.520976788 45.56551043900004, -122.521205111 45.56554264700003, -122.521439874 45.56556005800007, -122.5215951069999 45.56557495000004, -122.521664158 45.56559625200003, -122.521725375 45.56563237600005, -122.521798326 45.56564577800003, -122.5219536279999 45.56566262600006, -122.522188463 45.56568199200007, -122.5222666019999 45.56568453300008, -122.522344776 45.56568805300003, -122.5224190499999 45.56569947400004, -122.52252999 45.56572297600007, -122.522716983 45.56576863400005, -122.523071567 45.56578491200003, -122.523303756 45.56580823800005, -122.523455091 45.56583102800005, -122.523601586 45.56587446100008, -122.523678473 45.56588094000006, -122.5237634009999 45.56587846600007, -122.5238356199999 45.56587132100003, -122.523912366 45.56587388700007, -122.52398678 45.56588921900004, -122.524057399 45.56591538700008, -122.524121195 45.56594559000007, -122.524167372 45.56598980900003, -122.5242245159999 45.56602894000008, -122.524296006 45.56604040800005, -122.524367561 45.56601467500008, -122.524443923 45.56600647700003, -122.524522307 45.56601586600004, -122.524595434 45.56603415800004, -122.52466473 45.56606230600005, -122.524714981 45.56610351600006, -122.52476687 45.56615155000003, -122.524902399 45.56620007000004, -122.524976639 45.56621051000008, -122.525427881 45.56612326800007, -122.526122055 45.56620404000006, -122.527663586 45.56659586100005, -122.527773633 45.56667223700003, -122.5279964969999 45.56670746500004, -122.528457777 45.56690099400004, -122.531802047 45.56808718400003, -122.5234035989999 45.58986705200005)))"
27,28,02,0258,"MULTIPOLYGON (((-122.513025698 45.56425391800008, -122.509878841 45.56350818300007, -122.510264031 45.56320874500005, -122.510278333 45.55956093400005, -122.5103075489999 45.55822219900006, -122.510317684 45.55536153100007, -122.510312862 45.55459607700004, -122.510324851 45.55363649600008, -122.510320314 45.55283970900007, -122.510318114 45.55265962100003, -122.5103192669999 45.55241682000008, -122.511199561 45.55256491000006, -122.5132383819999 45.55292668000004, -122.516198419 45.55344945400003, -122.519308456 45.55399595100005, -122.521170072 45.55434796800006, -122.521150721 45.55454801500008, -122.5211511099999 45.55475456700003, -122.521145662 45.56191765800003, -122.521151623 45.56212411200005, -122.521123766 45.56431549400003, -122.521157742 45.56515189900006, -122.520976788 45.56551043900004, -122.519060069 45.56530426600006, -122.516749577 45.56507657700007, -122.5142986229999 45.56462125000007, -122.513025698 45.56425391800008)))"
28,29,02,0258R,"MULTIPOLYGON (((-122.497042886 45.58468016700004, -122.509878841 45.56350818300007, -122.513025698 45.56425391800008, -122.5142986229999 45.56462125000007, -122.516749577 45.56507657700007, -122.519060069 45.56530426600006, -122.520976788 45.56551043900004, -122.510230044 45.58726689400004, -122.504842491 45.58619597200004, -122.497042886 45.58468016700004)))"
29,30,02,0261,"MULTIPOLYGON (((-122.5058098109999 45.56261399000005, -122.504678939 45.56239876400008, -122.504333783 45.56237247500007, -122.502201538 45.56201706400003, -122.5002218129999 45.56179699200004, -122.500265335 45.56148982500008, -122.500246138 45.55956163600007, -122.5002244789999 45.55760314200006, -122.500264745 45.55641302200007, -122.495754946 45.55378362600004, -122.4957403449999 45.55281374400005, -122.496216476 45.55018777300006, -122.495949051 45.54951694300007, -122.49710762 45.54973568600008, -122.497606677 45.54982197400005, -122.498083663 45.54991451600006, -122.498550903 45.55000722600005, -122.4988758009999 45.55009359900004, -122.499102367 45.55015720600005, -122.499609689 45.55031970000005, -122.5000448599999 45.55045114100005, -122.5002348089999 45.55050363600003, -122.502377003 45.55091666100003, -122.503630304 45.55117284800008, -122.506118042 45.55166299300004, -122.50755947 45.55191879000006, -122.508337679 45.55205693600004, -122.509534119 45.55227978800008, -122.5103192669999 45.55241682000008, -122.510318114 45.55265962100003, -122.510320314 45.55283970900007, -122.510324851 45.55363649600008, -122.510312862 45.55459607700004, -122.510317684 45.55536153100007, -122.5103075489999 45.55822219900006, -122.510278333 45.55956093400005, -122.510264031 45.56320874500005, -122.509878841 45.56350818300007, -122.5058098109999 45.56261399000005)))"
30,31,02,0261R,"MULTIPOLYGON (((-122.497042886 45.58468016700004, -122.4823027 45.58117992300004, -122.5002218129999 45.56179699200004, -122.502201538 45.56201706400003, -122.504333783 45.56237247500007, -122.504678939 45.56239876400008, -122.5058098109999 45.56261399000005, -122.509878841 45.56350818300007, -122.497042886 45.58468016700004)))"
31,32,02,0264,"MULTIPOLYGON (((-122.495938602 45.56126349400006, -122.489258472 45.56056966700004, -122.488573107 45.56045817500006, -122.487107291 45.56030534800004, -122.486561 45.56030499800005, -122.485803758 45.56017025800003, -122.484179359 45.56002502700005, -122.483910461 45.56002673000006, -122.4836845569999 45.55998265900007, -122.483528572 45.55998534900004, -122.481816999 45.55957825500008, -122.480388233 45.55932778900006, -122.4787480639999 45.55932861500003, -122.478365912 45.55927939200006, -122.477976534 45.55930273300004, -122.477669634 45.55933346400008, -122.4771246719999 45.55929095200003, -122.4761224009999 45.55932188600008, -122.475582833 45.55919410700005, -122.475262039 45.55922604900007, -122.475258699 45.55872978500003, -122.474284801 45.55877490000006, -122.472918265 45.55882968100008, -122.4729129199999 45.55791446600006, -122.4728987239999 45.55518151300004, -122.472888346 45.55340002200006, -122.472891724 45.55301622000007, -122.472902291 45.55171698600003, -122.47290262 45.55148595000003, -122.4720387839999 45.55148706600005, -122.47203924 45.55093885100007, -122.472903068 45.55093773600004, -122.472904784 45.55062640400007, -122.4729143119999 45.55029927400005, -122.472900653 45.55018693100004, -122.472885026 45.55009811500003, -122.472847389 45.54997737200006, -122.472770592 45.54981227000007, -122.472702693 45.54966267800006, -122.472640294 45.54943076100005, -122.472638081 45.54932703100008, -122.472636379 45.54923797700008, -122.472970399 45.54922735000008, -122.472970982 45.54932425600003, -122.4752623859999 45.54918799300003, -122.475263674 45.54878464700005, -122.477098019 45.54888723100004, -122.477101829 45.54811673800003, -122.479372518 45.54834687400006, -122.4809016199999 45.54852611400003, -122.486407738 45.54908014700004, -122.4891452959999 45.54935097000003, -122.490467981 45.54948275100003, -122.491261781 45.54955123600007, -122.4915790699999 45.54958000300007, -122.491577563 45.54945766100008, -122.4915698619999 45.54876176400006, -122.491566239 45.54869819500004, -122.491886049 45.54875922300005, -122.491944383 45.54863486400006, -122.491940632 45.54285130900007, -122.495762014 45.54281145700003, -122.4957621409999 45.54384522500004, -122.495759775 45.54560052100004, -122.495801541 45.54611472300007, -122.495870356 45.54628876000004, -122.495904842 45.54639780400004, -122.4959258169999 45.54651882900004, -122.495944562 45.54681414600003, -122.495943625 45.54714406700003, -122.49594171 45.54815927000004, -122.495946273 45.54908136000006, -122.495949051 45.54951694300007, -122.496216476 45.55018777300006, -122.4957403449999 45.55281374400005, -122.495754946 45.55378362600004, -122.500264745 45.55641302200007, -122.5002244789999 45.55760314200006, -122.500246138 45.55956163600007, -122.500265335 45.56148982500008, -122.5002218129999 45.56179699200004, -122.495938602 45.56126349400006)))"
